"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-000793";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0016";"Each";3;13.73;10.02;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000794";"2025-08-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0003";"Each";1;7.51;5.48;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000795";"2025-07-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0027";"Each";5;15.95;11.64;"Shipped";"OUT-000795";"Canada Post";"Priority";"2025-07-04";"2025-07-05";5;"CAN2301073089";11.38;8.31;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000796";"2025-08-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";2;4.97;3.63;"Shipped";"OUT-000796";"Purolator";"Express";"2025-08-21";"2025-08-22";2;"PUR3215697450";8.53;6.23;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000797";"2025-08-11";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0003";"Each";4;7.91;5.77;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000798";"2025-07-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0022";"Each";3;4.01;2.93;"Shipped";"OUT-000798";"Purolator";"Ground";"2025-07-24";"2025-07-27";3;"PUR4984470691";12.37;9.03;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-000799";"2025-07-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";5;3.56;2.6;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000800";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NL";"COS-0017";"Each";3;3.68;2.69;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000801";"2025-06-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0015";"Each";1;8.45;6.17;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000802";"2025-08-19";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0006";"Each";1;2.96;2.16;"Shipped";"OUT-000802";"Canada Post";"Express";"2025-08-21";"2025-08-26";1;"CAN4873870697";15.93;11.63;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-000803";"2025-08-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0007";"Each";3;5.68;4.15;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000804";"2025-06-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0015";"Each";2;8.28;6.04;"Shipped";"OUT-000804";"Canada Post";"Express";"2025-06-09";"2025-06-10";2;"CAN2511419498";8.35;6.1;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000805";"2025-08-03";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0022";"Each";2;6.1;4.45;"Shipped";"OUT-000805";"Canada Post";"Express";"2025-08-05";"2025-08-08";2;"CAN6058917284";13.31;9.72;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-000806";"2025-06-06";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0026";"Each";4;9.36;6.83;"Shipped";"OUT-000806";"Canada Post";"Ground";"2025-06-07";"2025-06-12";4;"CAN3220647425";16.48;12.03;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000807";"2025-07-08";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0005";"Each";5;9.88;7.21;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000808";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0015";"Each";1;7.22;5.27;"Shipped";"OUT-000808";"FedEx";"Ground";"2025-07-19";"2025-07-21";1;"FED9716717327";12.02;8.77;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000809";"2025-07-19";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";5;2.64;1.93;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000810";"2025-06-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0010";"Each";2;16.67;12.17;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000811";"2025-06-08";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0020";"Each";3;3.25;2.37;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000812";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0004";"Each";1;15.67;11.44;"Shipped";"OUT-000812";"Purolator";"Express";"2025-07-14";"2025-07-19";1;"PUR2692699559";16.36;11.94;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000813";"2025-08-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0025";"Each";3;7.83;5.72;"Shipped";"OUT-000813";"UPS";"Express";"2025-08-14";"2025-08-19";3;"UPS8501750277";9.09;6.64;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000814";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0003";"Each";4;5.88;4.29;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000815";"2025-07-13";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";2;2.56;1.87;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000816";"2025-08-11";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0025";"Each";1;6.41;4.68;"Shipped";"OUT-000816";"UPS";"Priority";"2025-08-11";"2025-08-16";1;"UPS9025220886";17.34;12.66;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000817";"2025-06-01";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0008";"Each";2;9.47;6.91;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-000818";"2025-06-04";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0015";"Each";4;7.44;5.43;"Shipped";"OUT-000818";"Canada Post";"Express";"2025-06-05";"2025-06-08";4;"CAN2854935632";11.12;8.12;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-000819";"2025-06-10";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0010";"Each";1;10.87;7.94;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000820";"2025-06-09";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0007";"Each";3;5.91;4.31;"Shipped";"OUT-000820";"Canada Post";"Express";"2025-06-09";"2025-06-10";3;"CAN9169897672";10.15;7.41;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000821";"2025-08-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0026";"Each";2;8.86;6.47;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000822";"2025-06-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0004";"Each";4;10.94;7.99;"Shipped";"OUT-000822";"Purolator";"Express";"2025-06-22";"2025-06-23";4;"PUR4766750629";14.57;10.64;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000823";"2025-08-26";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0008";"Each";5;9.37;6.84;"Shipped";"OUT-000823";"Canada Post";"Express";"2025-08-27";"2025-08-29";5;"CAN9880544947";7.72;5.64;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-000824";"2025-07-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";1;4.64;3.39;"Shipped";"OUT-000824";"Canada Post";"Ground";"2025-07-09";"2025-07-11";1;"CAN4540925658";13.72;10.02;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000825";"2025-06-22";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0016";"Each";2;9.73;7.1;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000826";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";4;10.07;7.35;"Shipped";"OUT-000826";"UPS";"Priority";"2025-07-15";"2025-07-17";4;"UPS1592244745";10.87;7.94;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000827";"2025-06-12";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";1;2.47;1.8;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000828";"2025-08-01";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0017";"Each";5;2.94;2.15;"Shipped";"OUT-000828";"Canada Post";"Ground";"2025-08-02";"2025-08-06";5;"CAN2807420538";9.51;6.94;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000829";"2025-08-05";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0003";"Each";3;8.1;5.91;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000830";"2025-08-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";4;3.78;2.76;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000831";"2025-06-14";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0024";"Each";1;3.55;2.59;"Shipped";"OUT-000831";"UPS";"Priority";"2025-06-16";"2025-06-20";1;"UPS8046090684";15.9;11.61;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000832";"2025-06-19";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0012";"Each";2;9.28;6.77;"Shipped";"OUT-000832";"Purolator";"Priority";"2025-06-20";"2025-06-25";2;"PUR8081644375";7.99;5.83;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-000833";"2025-06-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0013";"Each";4;3.95;2.88;"Pending";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000834";"2025-07-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";2;3.03;2.21;"Shipped";"OUT-000834";"UPS";"Ground";"2025-07-16";"2025-07-17";2;"UPS1934169679";15.33;11.19;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000835";"2025-07-15";"B2C";"Ecommerce-CA";"Consumer";"VAN";"NT";"COS-0029";"Each";5;11.1;8.1;"Shipped";"OUT-000835";"FedEx";"Ground";"2025-07-16";"2025-07-21";5;"FED7000145347";14.46;10.56;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-000836";"2025-07-07";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0008";"Each";3;9.45;6.9;"Shipped";"OUT-000836";"UPS";"Express";"2025-07-09";"2025-07-14";3;"UPS5903048870";8.55;6.24;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-000837";"2025-07-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0016";"Each";4;11.3;8.25;"Shipped";"OUT-000837";"Canada Post";"Ground";"2025-07-12";"2025-07-14";4;"CAN5804719019";17.06;12.45;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-000838";"2025-06-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0018";"Each";2;8.62;6.29;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-000839";"2025-07-25";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0023";"Each";3;2.83;2.07;"Shipped";"OUT-000839";"Purolator";"Priority";"2025-07-25";"2025-07-26";3;"PUR3318779568";9.56;6.98;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-000840";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";2;14.06;10.26;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000841";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0017";"Each";2;2.83;2.07;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000842";"2025-07-22";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0024";"Each";1;2.29;1.67;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000843";"2025-06-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0021";"Each";2;2.99;2.18;"Shipped";"OUT-000843";"FedEx";"Express";"2025-06-16";"2025-06-17";2;"FED9529132523";14.37;10.49;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-000844";"2025-07-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0014";"Each";2;13.3;9.71;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-000845";"2025-06-19";"B2C";"Ecommerce-CA";"Consumer";"VAN";"AB";"COS-0009";"Each";3;3.89;2.84;"Shipped";"OUT-000845";"UPS";"Priority";"2025-06-19";"2025-06-23";3;"UPS4057234942";12.78;9.33;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000846";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0005";"Each";4;11.45;8.36;"Shipped";"OUT-000846";"UPS";"Priority";"2025-07-29";"2025-07-30";4;"UPS6881559459";8.99;6.56;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-000847";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0027";"Each";1;15.11;11.03;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000848";"2025-07-08";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0010";"Each";5;11.88;8.67;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";6;0.289;0.00105;5.58;4.07;"Poland"
"SO-2025-000849";"2025-08-24";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0028";"Each";2;14.33;10.46;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000850";"2025-07-21";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0002";"Each";5;9.14;6.67;"Shipped";"OUT-000850";"UPS";"Express";"2025-07-21";"2025-07-25";5;"UPS5066119511";7.61;5.56;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-000851";"2025-07-06";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NS";"COS-0027";"Each";4;10.68;7.8;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-000852";"2025-07-17";"B2C";"Ecommerce-CA";"Consumer";"VAN";"SK";"COS-0013";"Each";5;3.75;2.74;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-000853";"2025-07-29";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0017";"Each";1;2.86;2.09;"Shipped";"OUT-000853";"FedEx";"Priority";"2025-07-30";"2025-08-02";1;"FED1055892336";15.94;11.64;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-000854";"2025-06-14";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0003";"Each";3;8.73;6.37;"Shipped";"OUT-000854";"FedEx";"Ground";"2025-06-15";"2025-06-17";3;"FED7299035337";11.19;8.17;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000855";"2025-08-17";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0007";"Each";5;6.07;4.43;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000856";"2025-07-01";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0026";"Each";3;6.34;4.63;"Shipped";"OUT-000856";"Canada Post";"Ground";"2025-07-03";"2025-07-07";3;"CAN6101707987";15.3;11.17;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-000857";"2025-08-12";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0024";"Each";5;2.49;1.82;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-000858";"2025-08-16";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0004";"Each";5;15.11;11.03;"Shipped";"OUT-000858";"UPS";"Priority";"2025-08-18";"2025-08-19";5;"UPS2402428694";8.16;5.96;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000859";"2025-06-05";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0028";"Each";1;12.26;8.95;"Shipped";"OUT-000859";"UPS";"Priority";"2025-06-05";"2025-06-08";1;"UPS7026103440";9.87;7.21;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000860";"2025-08-02";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0009";"Each";3;4.37;3.19;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Sensitive Skin Face Wash";"Face Wash";"LumiCare";36;0.191;0.000358;1.92;1.4;"Poland"
"SO-2025-000861";"2025-08-23";"B2C";"Ecommerce-CA";"Consumer";"VAN";"MB";"COS-0028";"Each";1;13.27;9.69;"Shipped";"OUT-000861";"FedEx";"Ground";"2025-08-23";"2025-08-26";1;"FED7869785777";12.29;8.97;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-000862";"2025-07-28";"B2C";"Ecommerce-CA";"Consumer";"VAN";"BC";"COS-0020";"Each";4;2.93;2.14;"Shipped";"OUT-000862";"Canada Post";"Express";"2025-07-30";"2025-08-04";4;"CAN7089598495";8.98;6.56;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-000863";"2025-07-30";"B2C";"Ecommerce-CA";"Consumer";"VAN";"YT";"COS-0007";"Each";4;6.21;4.53;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-000864";"2025-06-20";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0003";"Each";1;8.91;6.5;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000865";"2025-06-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"NB";"COS-0025";"Each";3;8.91;6.5;"Shipped";"OUT-000865";"FedEx";"Express";"2025-06-16";"2025-06-17";3;"FED5726139610";8.72;6.37;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000866";"2025-06-10";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0011";"Each";3;5.92;4.32;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-000867";"2025-08-13";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0025";"Each";3;7.12;5.2;"Cancelled";"";"";"";"";"";0;"";0.0;0.0;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-000868";"2025-07-16";"B2C";"Ecommerce-CA";"Consumer";"TOR";"QC";"COS-0004";"Each";2;11.1;8.1;"Shipped";"OUT-000868";"Purolator";"Priority";"2025-07-18";"2025-07-23";2;"PUR6726068183";11.75;8.58;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-000869";"2025-06-05";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0003";"Each";4;6.67;4.87;"Shipped";"OUT-000869";"Purolator";"Ground";"2025-06-07";"2025-06-10";4;"PUR8016515562";15.56;11.36;"ArcticAura Mint Lip Balm";"Lip Balm";"ArcticAura";36;0.105;0.000171;2.48;1.81;"Poland"
"SO-2025-000870";"2025-06-18";"B2C";"Ecommerce-CA";"Consumer";"TOR";"ON";"COS-0029";"Each";5;10.27;7.5;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
